,filename,label
2357,n02958343_11471.JPEG,0
3206,n09398076_366.JPEG,1
2017,n02958343_9837.JPEG,0
2406,n09398076_3665.JPEG,1
4572,_355303.jpeg,3
4104,_114192.jpg,3
3088,n09398076_9256.JPEG,1
2651,174.jpeg,2
3185,n09398076_4548.JPEG,1
4113,_476527.jpg,3
2561,n02958343_4642.JPEG,0
4231,_717279.jpeg,3
60,n02958343_3487.JPEG,0
2874,240.jpeg,2
3215,n09398076_11064.JPEG,1
992,n02958343_2903.JPEG,0
1897,n02958343_13488.JPEG,0
333,n09398076_3342.JPEG,1
2915,n02958343_68.JPEG,0
3163,286.jpeg,2
4792,_506136.jpg,3
3689,1118.jpeg,2
3833,_16161.jpg,3
4522,_75135.jpg,3
1323,23.jpeg,2
3271,n09398076_20621.JPEG,1
3435,54.jpeg,2
639,n02958343_8133.JPEG,0
4328,_129231.jpg,3
4230,_23220.jpeg,3
277,825.jpeg,2
1090,n09398076_16237.JPEG,1
3565,n09398076_10988.JPEG,1
1499,n09398076_18832.JPEG,1
1406,n09398076_6496.JPEG,1
3652,n09398076_4464.JPEG,1
2949,563.jpeg,2
9,n02958343_7004.JPEG,0
337,n02958343_11586.JPEG,0
2488,n09398076_2519.JPEG,1
4780,_354246.jpeg,3
395,n02958343_11739.JPEG,0
3290,13.jpeg,2
572,n09398076_1230.JPEG,1
1404,n02958343_22981.JPEG,0
2077,n02958343_10103.JPEG,0
3212,n02958343_34572.JPEG,0
2916,500.jpeg,2
1654,n09398076_1635.JPEG,1
691,373.jpeg,2
716,98.jpeg,2
273,n02958343_3637.JPEG,0
1522,1010.jpeg,2
26,158.jpeg,2
1028,n02958343_10435.JPEG,0
3484,n09398076_778.JPEG,1
2703,n02958343_8152.JPEG,0
378,n02958343_21714.JPEG,0
799,n09398076_2673.JPEG,1
825,758.jpeg,2
4271,_619180.jpg,3
66,667.jpeg,2
2189,117.jpeg,2
2228,n02958343_12486.JPEG,0
2226,n02958343_4252.JPEG,0
2169,n02958343_56935.JPEG,0
4791,_975223.jpg,3
3235,376.jpeg,2
1196,1011.jpeg,2
1820,n02958343_28376.JPEG,0
2199,n02958343_254.JPEG,0
54,n02958343_28739.JPEG,0
2806,n02958343_13730.JPEG,0
480,n09398076_19841.JPEG,1
1805,414.jpeg,2
3870,_620194.jpg,3
1003,664.jpeg,2
4396,_103197.jpg,3
487,662.png,2
2451,n02958343_1812.JPEG,0
2865,n02958343_29425.JPEG,0
3408,n09398076_7973.JPEG,1
129,829.jpeg,2
2564,549.jpeg,2
2141,666.jpeg,2
2638,n09398076_6073.JPEG,1
203,477.jpeg,2
4544,_135184.jpg,3
1596,n09398076_19920.JPEG,1
211,n09398076_19029.JPEG,1
509,n09398076_20652.JPEG,1
3129,n02958343_14424.JPEG,0
342,n09398076_2383.JPEG,1
2782,606.jpeg,2
1482,n02958343_2428.JPEG,0
2995,n02958343_4269.JPEG,0
48,n09398076_3365.JPEG,1
2833,119.jpeg,2
3984,_374250.jpeg,3
2379,272.jpeg,2
562,n09398076_9469.JPEG,1
1346,518.jpeg,2
663,n09398076_5926.JPEG,1
3798,_236504.jpg,3
3658,618.png,2
3683,n02958343_12104.JPEG,0
1115,n02958343_22067.JPEG,0
3230,n02958343_24455.JPEG,0
4244,_649259.jpeg,3
4164,_599246.jpg,3
709,n09398076_14573.JPEG,1
1901,n02958343_5257.JPEG,0
4470,_450394.jpeg,3
3505,n09398076_10225.JPEG,1
3534,n02958343_4146.JPEG,0
715,n09398076_2705.JPEG,1
2296,n09398076_6400.JPEG,1
2286,n02958343_12128.JPEG,0
2696,n09398076_20432.JPEG,1
4746,_841231.jpg,3
1189,n09398076_1698.JPEG,1
4777,_37402.jpg,3
3032,n02958343_10925.JPEG,0
4689,_80334.jpg,3
229,n09398076_3880.JPEG,1
2580,n09398076_7796.JPEG,1
2963,n09398076_7226.JPEG,1
934,232.jpeg,2
588,229.jpeg,2
441,n02958343_38605.JPEG,0
1101,n02958343_5990.JPEG,0
3911,_273466.jpg,3
3594,n02958343_3290.JPEG,0
3685,n02958343_12627.JPEG,0
190,n02958343_6585.JPEG,0
889,n02958343_12566.JPEG,0
3994,_844433.jpeg,3
3082,n02958343_10960.JPEG,0
2849,n09398076_6969.JPEG,1
604,n02958343_4942.JPEG,0
289,n02958343_10703.JPEG,0
2328,n09398076_1665.JPEG,1
1174,361.jpeg,2
201,n09398076_10581.JPEG,1
3516,165.jpeg,2
2252,898.jpeg,2
2792,995.jpeg,2
3975,_6215.jpg,3
4266,_62669.jpeg,3
2689,n09398076_7379.JPEG,1
3166,n02958343_9523.JPEG,0
254,n09398076_4193.JPEG,1
1231,n02958343_12260.JPEG,0
1527,n09398076_20799.JPEG,1
4710,_967181.jpg,3
3452,n09398076_19569.JPEG,1
1315,641.jpeg,2
314,476.jpeg,2
2903,n09398076_4552.JPEG,1
29,n09398076_7909.JPEG,1
2481,n02958343_5812.JPEG,0
925,242.jpeg,2
1776,n09398076_7062.JPEG,1
3321,n02958343_12918.JPEG,0
4080,_995423.jpg,3
1477,230.jpeg,2
1630,907.jpeg,2
2464,n02958343_9978.JPEG,0
3995,_146283.jpeg,3
3079,n02958343_3698.JPEG,0
3055,408.jpeg,2
3797,_884216.jpg,3
1280,n09398076_8845.JPEG,1
4067,_914100.jpg,3
4499,_87345.jpeg,3
3843,_81584.jpg,3
1858,n09398076_5436.JPEG,1
784,397.jpeg,2
2421,n09398076_11668.JPEG,1
858,1013.jpeg,2
2467,n02958343_47922.JPEG,0
3938,_2149.jpg,3
1686,864.jpeg,2
4679,_816608.jpg,3
4686,_217317.jpg,3
1246,n09398076_15996.JPEG,1
3038,n02958343_35285.JPEG,0
3234,n02958343_52439.JPEG,0
4218,_578333.jpg,3
3939,_548245.jpg,3
1687,982.jpeg,2
24,n09398076_13893.JPEG,1
2751,n09398076_19127.JPEG,1
2560,44.jpeg,2
169,n09398076_17550.JPEG,1
2754,n09398076_12185.JPEG,1
4533,_191149.jpeg,3
1069,n09398076_4760.JPEG,1
3713,_554435.jpeg,3
2011,n02958343_30306.JPEG,0
4415,_99148.jpg,3
1146,1035.jpeg,2
1375,486.jpeg,2
4037,_663426.jpg,3
1797,n09398076_8551.JPEG,1
3351,n02958343_2352.JPEG,0
3480,n02958343_14698.JPEG,0
4619,_498334.jpg,3
1833,n02958343_49249.JPEG,0
650,130.jpeg,2
831,n02958343_14674.JPEG,0
981,981.jpeg,2
3619,n02958343_5628.JPEG,0
124,n09398076_3303.JPEG,1
750,650.jpeg,2
3894,_85487.jpeg,3
577,n09398076_8387.JPEG,1
2942,723.jpeg,2
1564,n02958343_5864.JPEG,0
4771,_107418.jpg,3
3853,_784583.jpg,3
4467,_769413.jpeg,3
2374,n02958343_80229.JPEG,0
1104,480.jpeg,2
3645,n09398076_18840.JPEG,1
3900,_100142.jpg,3
2165,742.jpeg,2
2861,n02958343_1370.JPEG,0
2869,186.jpeg,2
2045,358.jpeg,2
2967,n09398076_19095.JPEG,1
861,n09398076_4271.JPEG,1
2399,n09398076_4033.JPEG,1
2555,406.jpeg,2
3970,_390298.jpg,3
2248,n02958343_9396.JPEG,0
2694,1002.jpeg,2
2337,n02958343_5952.JPEG,0
4565,_694214.jpeg,3
423,n02958343_22657.JPEG,0
3518,n09398076_6805.JPEG,1
3152,571.jpeg,2
3885,_942137.jpg,3
238,n02958343_40427.JPEG,0
2962,n09398076_8762.JPEG,1
4237,_485730.jpg,3
2271,n02958343_7064.JPEG,0
3145,n02958343_12642.JPEG,0
3921,_10659.jpg,3
1879,n02958343_77917.JPEG,0
1012,1083.jpeg,2
1664,222.jpeg,2
4191,_40734.jpeg,3
3648,n02958343_7247.JPEG,0
1491,647.jpeg,2
3411,n09398076_12449.JPEG,1
521,n09398076_14487.JPEG,1
2852,n09398076_19279.JPEG,1
3071,n09398076_1615.JPEG,1
2330,n02958343_12835.JPEG,0
3927,_936105.jpg,3
4024,_49914.jpeg,3
1868,n02958343_26824.JPEG,0
2447,n09398076_11090.JPEG,1
704,311.jpeg,2
2868,n02958343_14264.JPEG,0
2426,n02958343_992.JPEG,0
4703,_72798.jpg,3
4262,_489254.jpg,3
3815,_411134.jpg,3
4360,_707785.jpg,3
666,n02958343_12798.JPEG,0
112,n09398076_10050.JPEG,1
3642,436.jpeg,2
2285,n02958343_13352.JPEG,0
1764,n02958343_14428.JPEG,0
2964,n02958343_21320.JPEG,0
4642,_921113.jpg,3
3259,n09398076_3301.JPEG,1
4,n02958343_10187.JPEG,0
2325,n02958343_4740.JPEG,0
224,n09398076_20841.JPEG,1
1787,n02958343_10032.JPEG,0
398,n02958343_23503.JPEG,0
4506,_385293.jpeg,3
955,n02958343_10840.JPEG,0
111,679.jpeg,2
424,n02958343_8712.JPEG,0
2634,n02958343_9383.JPEG,0
345,n09398076_11539.JPEG,1
2148,n02958343_4446.JPEG,0
3838,_109305.jpeg,3
2127,488.jpeg,2
4309,_492268.jpg,3
979,12.jpeg,2
1567,593.jpeg,2
3367,136.jpeg,2
2683,33.jpeg,2
1463,n02958343_4694.JPEG,0
4021,_871215.jpg,3
4086,_308113.jpg,3
1794,n02958343_8307.JPEG,0
1054,308.jpeg,2
2810,n09398076_6011.JPEG,1
953,n02958343_11628.JPEG,0
1523,n02958343_12439.JPEG,0
887,n02958343_9489.JPEG,0
2834,n09398076_20134.JPEG,1
4508,_73105.jpeg,3
420,n02958343_4354.JPEG,0
1361,151.jpeg,2
2953,n02958343_4423.JPEG,0
1157,n09398076_5987.JPEG,1
3194,n02958343_65876.JPEG,0
4240,_661432.jpg,3
1534,737.jpeg,2
396,n02958343_12198.JPEG,0
2461,n02958343_5610.JPEG,0
1039,288.jpeg,2
132,428.jpeg,2
737,n02958343_10883.JPEG,0
2990,n02958343_3003.JPEG,0
4225,_676234.jpeg,3
2512,n09398076_17640.JPEG,1
3783,_145153.jpeg,3
3016,n02958343_504.JPEG,0
3637,n09398076_4752.JPEG,1
3560,n02958343_10994.JPEG,0
2028,n09398076_8539.JPEG,1
1446,n02958343_13043.JPEG,0
4122,_16472.jpg,3
1723,n02958343_3479.JPEG,0
1558,n09398076_11815.JPEG,1
3741,_993542.jpg,3
845,n02958343_14600.JPEG,0
3897,_322175.jpeg,3
371,n09398076_20862.JPEG,1
853,n02958343_12984.JPEG,0
1394,n02958343_9535.JPEG,0
2994,613.jpeg,2
1611,n09398076_3622.JPEG,1
1540,n09398076_2523.JPEG,1
920,n09398076_9930.JPEG,1
3291,483.jpeg,2
565,n02958343_13450.JPEG,0
4668,_691395.png,3
1951,n02958343_11219.JPEG,0
1173,n09398076_1861.JPEG,1
1888,882.png,2
2510,n02958343_1862.JPEG,0
2518,418.jpeg,2
1872,884.jpeg,2
1440,n02958343_14598.JPEG,0
2468,n09398076_8404.JPEG,1
2183,496.jpeg,2
4068,_53261.jpg,3
3888,_748239.jpeg,3
4341,_731155.jpg,3
3936,_4289.jpg,3
796,n09398076_2207.JPEG,1
1471,n02958343_7863.JPEG,0
3717,_743186.jpg,3
682,n02958343_896.JPEG,0
1889,n02958343_9972.JPEG,0
246,n09398076_8949.JPEG,1
1026,n02958343_49.JPEG,0
3487,n02958343_1144.JPEG,0
1407,816.jpeg,2
763,n02958343_82924.JPEG,0
1675,353.jpeg,2
1864,535.jpeg,2
3221,846.jpeg,2
2767,n02958343_82462.JPEG,0
1514,n09398076_15709.JPEG,1
302,n02958343_49592.JPEG,0
348,n02958343_13814.JPEG,0
3772,_87480.jpg,3
1401,n02958343_13142.JPEG,0
733,n09398076_11073.JPEG,1
3985,_417336.jpg,3
3650,n09398076_10690.JPEG,1
3284,n09398076_498.JPEG,1
2818,n09398076_7311.JPEG,1
369,359.jpeg,2
1881,n02958343_10993.JPEG,0
710,n02958343_7092.JPEG,0
2493,n09398076_1798.JPEG,1
121,388.jpeg,2
1880,n09398076_632.JPEG,1
2438,357.jpeg,2
4699,_161198.jpg,3
3533,791.jpeg,2
3976,_184221.jpeg,3
4125,_419341.jpeg,3
4583,_68294.jpeg,3
591,n09398076_109.JPEG,1
72,n09398076_9100.JPEG,1
1421,n09398076_8062.JPEG,1
4495,_529272.jpeg,3
579,n09398076_3234.JPEG,1
2720,n09398076_6454.JPEG,1
1891,n09398076_13895.JPEG,1
2458,n09398076_983.JPEG,1
2214,n02958343_84095.JPEG,0
3672,n02958343_8420.JPEG,0
1218,n09398076_6844.JPEG,1
2630,823.jpeg,2
3598,n09398076_4672.JPEG,1
1931,n09398076_6356.JPEG,1
4779,_138788.jpg,3
2389,984.jpeg,2
2809,n02958343_2300.JPEG,0
1798,n09398076_319.JPEG,1
624,1055.jpeg,2
3348,4.jpeg,2
3898,_44618.jpeg,3
3491,n09398076_6335.JPEG,1
3084,n09398076_1359.JPEG,1
4600,_387267.jpg,3
464,n09398076_7322.JPEG,1
2408,n09398076_11887.JPEG,1
655,n02958343_25185.JPEG,0
804,n09398076_4743.JPEG,1
3804,_282738.jpg,3
2657,n09398076_10564.JPEG,1
4258,_258375.jpeg,3
215,n09398076_5496.JPEG,1
3632,n09398076_8975.JPEG,1
1289,n09398076_15388.JPEG,1
621,n02958343_11973.JPEG,0
1272,n02958343_7586.JPEG,0
2787,745.jpeg,2
2037,n09398076_8428.JPEG,1
4782,_201166.jpg,3
540,1102.jpeg,2
2801,n09398076_12509.JPEG,1
56,n09398076_9482.JPEG,1
1365,n09398076_2946.JPEG,1
2539,n09398076_2907.JPEG,1
4041,_218288.jpg,3
2885,n02958343_4891.JPEG,0
1914,n09398076_8965.JPEG,1
3333,266.jpeg,2
4427,_80579.jpg,3
1826,n09398076_18806.JPEG,1
1625,n02958343_14242.JPEG,0
4640,_793391.jpg,3
4500,_516376.jpeg,3
3809,_47538.jpg,3
4418,_46380.jpeg,3
28,n09398076_15283.JPEG,1
2859,n02958343_6654.JPEG,0
4585,_182774.jpg,3
4144,_595736.jpg,3
4344,_637127.jpeg,3
3342,n02958343_9533.JPEG,0
3858,_242343.jpeg,3
3307,n09398076_13800.JPEG,1
1570,154.jpeg,2
1103,n09398076_9988.JPEG,1
2032,n09398076_991.JPEG,1
1635,n02958343_10843.JPEG,0
123,505.jpeg,2
1371,238.jpeg,2
3384,n09398076_1027.JPEG,1
642,n09398076_534.JPEG,1
2996,n09398076_12234.JPEG,1
3543,463.jpeg,2
2230,149.jpeg,2
1938,294.jpeg,2
4004,_222277.jpg,3
3624,n02958343_10810.JPEG,0
1291,n02958343_18998.JPEG,0
4581,_933273.jpg,3
1974,n09398076_12122.JPEG,1
2763,1004.jpeg,2
813,1117.jpeg,2
764,n09398076_3491.JPEG,1
1536,n09398076_11653.JPEG,1
1693,n09398076_6069.JPEG,1
1607,n09398076_6736.JPEG,1
492,n09398076_6873.JPEG,1
1563,n09398076_19421.JPEG,1
3041,n02958343_13849.JPEG,0
644,n09398076_3683.JPEG,1
1682,n02958343_1902.JPEG,0
1071,62.jpeg,2
2713,n09398076_11779.JPEG,1
1271,n09398076_16492.JPEG,1
4471,_79297.jpg,3
4698,_42115.jpg,3
2974,n02958343_48999.JPEG,0
1445,n09398076_11365.JPEG,1
1160,1119.jpeg,2
1554,583.jpeg,2
978,n02958343_9415.JPEG,0
3647,421.jpeg,2
3278,n09398076_5505.JPEG,1
3538,n02958343_13019.JPEG,0
1713,n09398076_5992.JPEG,1
2936,828.jpeg,2
4385,_10148.jpeg,3
3308,n09398076_7757.JPEG,1
4464,_151373.jpg,3
2312,n09398076_19938.JPEG,1
3567,110.jpeg,2
3445,n02958343_73298.JPEG,0
3891,_204372.jpeg,3
473,362.jpeg,2
2935,n02958343_34710.JPEG,0
888,971.jpeg,2
4352,_547251.jpg,3
41,n09398076_4568.JPEG,1
4706,_830218.jpg,3
1905,n09398076_4799.JPEG,1
10,401.jpeg,2
885,140.jpeg,2
3806,_827230.jpg,3
2922,n09398076_9535.JPEG,1
1987,935.jpeg,2
1494,n09398076_2810.JPEG,1
3213,n09398076_506.JPEG,1
4056,_937120.jpg,3
2126,n09398076_7063.JPEG,1
2977,779.jpeg,2
2182,n09398076_20613.JPEG,1
4751,_414478.jpg,3
1648,797.jpeg,2
4633,_171417.jpg,3
1876,n09398076_3001.JPEG,1
4236,_15958.jpg,3
3072,n02958343_12208.JPEG,0
461,n02958343_1496.JPEG,0
4069,_60835.jpeg,3
681,n02958343_84549.JPEG,0
706,n02958343_1635.JPEG,0
2075,n09398076_1153.JPEG,1
751,n09398076_8037.JPEG,1
2109,n09398076_19640.JPEG,1
4638,_662340.jpg,3
1037,n09398076_586.JPEG,1
4460,_143213.jpg,3
2173,n02958343_43504.JPEG,0
4504,_404245.jpeg,3
2594,n09398076_6204.JPEG,1
970,n02958343_20771.JPEG,0
873,n09398076_19945.JPEG,1
3979,_433243.jpg,3
4693,_64428.jpeg,3
4614,_131392.jpg,3
160,n09398076_20263.JPEG,1
782,n02958343_48909.JPEG,0
451,n02958343_48994.JPEG,0
2047,687.jpeg,2
4745,_947126.jpg,3
3083,n09398076_5884.JPEG,1
1770,n02958343_11999.JPEG,0
1368,930.jpeg,2
3122,n09398076_11454.JPEG,1
4408,_768794.jpg,3
4659,_247139.jpeg,3
600,255.jpeg,2
3600,n02958343_14117.JPEG,0
499,n02958343_45443.JPEG,0
479,n09398076_19567.JPEG,1
2073,n09398076_9737.JPEG,1
3228,n02958343_56735.JPEG,0
2717,n02958343_8827.JPEG,0
4054,_398111.jpg,3
1504,n09398076_11527.JPEG,1
2080,814.jpeg,2
153,n02958343_5640.JPEG,0
2042,n09398076_8557.JPEG,1
120,n02958343_81582.JPEG,0
4366,_129256.jpeg,3
63,n09398076_7294.JPEG,1
4335,_795178.jpg,3
2575,n09398076_9772.JPEG,1
2970,n02958343_22391.JPEG,0
4278,_434525.jpg,3
2361,450.jpeg,2
3269,n02958343_764.JPEG,0
3018,n09398076_70.JPEG,1
995,n09398076_4818.JPEG,1
105,n09398076_1111.JPEG,1
3905,_910263.jpg,3
919,n09398076_7164.JPEG,1
228,672.jpeg,2
2777,n02958343_3239.JPEG,0
3332,n09398076_11658.JPEG,1
127,n09398076_19370.JPEG,1
178,n02958343_1958.JPEG,0
1634,n02958343_13866.JPEG,0
267,1089.jpeg,2
4822,_19211.jpeg,3
3283,289.jpeg,2
2200,386.jpeg,2
2007,n09398076_17341.JPEG,1
4785,_754390.jpg,3
2096,n02958343_51123.JPEG,0
3200,n09398076_14003.JPEG,1
3250,n09398076_46.JPEG,1
899,n09398076_19178.JPEG,1
4557,_264102.jpg,3
4192,_410183.jpeg,3
1276,246.jpeg,2
4561,_522132.png,3
4553,_530293.jpg,3
2692,363.jpeg,2
3840,_230197.jpeg,3
4803,_577141.jpeg,3
2856,28.jpeg,2
3429,n09398076_10393.JPEG,1
4342,_971154.jpg,3
2039,646.jpeg,2
1850,n09398076_8836.JPEG,1
3413,350.jpeg,2
823,n02958343_839.JPEG,0
2505,n02958343_11736.JPEG,0
197,n09398076_207.JPEG,1
4169,_997153.jpg,3
3725,_596317.jpeg,3
3674,840.jpeg,2
1947,n09398076_12895.JPEG,1
837,n09398076_4048.JPEG,1
526,n02958343_55082.JPEG,0
3469,n09398076_20528.JPEG,1
3763,_479208.jpeg,3
2932,177.jpeg,2
879,1100.jpeg,2
585,n02958343_62159.JPEG,0
1882,n09398076_6393.JPEG,1
1142,592.jpeg,2
1562,648.png,2
3537,n09398076_8012.JPEG,1
3395,n09398076_1105.JPEG,1
2160,402.jpeg,2
2715,10.png,2
2495,n02958343_10402.JPEG,0
851,n02958343_11427.JPEG,0
4701,_94209.jpg,3
2088,1008.jpeg,2
3956,_112169.jpg,3
1656,n09398076_12831.JPEG,1
1149,n09398076_11644.JPEG,1
1643,n02958343_12396.JPEG,0
3644,506.jpeg,2
1550,19.jpeg,2
2927,n09398076_13733.JPEG,1
171,348.jpeg,2
2494,1068.jpeg,2
2324,603.png,2
3822,_81147.jpg,3
1316,n02958343_14055.JPEG,0
569,n09398076_5704.JPEG,1
2023,n02958343_19208.JPEG,0
388,n02958343_79662.JPEG,0
4768,_1110.jpeg,3
3969,_195416.jpg,3
3808,_444492.jpg,3
2862,n02958343_7056.JPEG,0
3396,253.jpeg,2
2367,n09398076_12650.JPEG,1
827,n09398076_770.JPEG,1
4129,_317437.jpeg,3
1161,n09398076_14730.JPEG,1
3323,n09398076_5762.JPEG,1
4136,_454402.jpeg,3
370,n02958343_8274.JPEG,0
2790,449.jpeg,2
2695,n09398076_992.JPEG,1
3427,n02958343_6679.JPEG,0
3243,n09398076_6982.JPEG,1
213,954.png,2
2662,n09398076_11458.JPEG,1
77,n02958343_9087.JPEG,0
3458,n09398076_3133.JPEG,1
3346,733.jpeg,2
3903,_686168.jpg,3
2094,n02958343_6305.JPEG,0
165,812.jpeg,2
2304,n02958343_11097.JPEG,0
3147,890.jpeg,2
3699,_61304.jpg,3
1397,n02958343_14132.JPEG,0
1224,n02958343_69251.JPEG,0
3412,n02958343_14.JPEG,0
2170,1065.jpeg,2
4377,_502491.jpg,3
963,607.jpeg,2
2176,1023.jpeg,2
2465,112.jpeg,2
4673,_679306.jpeg,3
1861,n09398076_2950.JPEG,1
4537,_167173.jpg,3
4670,_183364.jpeg,3
3261,n09398076_12729.JPEG,1
4187,_99156.jpg,3
4525,_153145.jpeg,3
2054,n09398076_7425.JPEG,1
4215,_331227.jpeg,3
4715,_418450.jpg,3
1032,543.jpeg,2
2316,n02958343_12259.JPEG,0
2725,n09398076_7448.JPEG,1
1655,235.jpeg,2
3156,n02958343_8216.JPEG,0
3056,n09398076_7349.JPEG,1
1621,n09398076_3239.JPEG,1
1124,n09398076_14009.JPEG,1
4124,_215284.jpeg,3
4444,_538720.jpg,3
1221,n02958343_56340.JPEG,0
3280,n09398076_2777.JPEG,1
1829,730.jpeg,2
4020,_6162.jpg,3
3210,287.jpeg,2
863,n09398076_8324.JPEG,1
2490,n09398076_2815.JPEG,1
3646,n02958343_80433.JPEG,0
4613,_87676.jpg,3
2687,371.jpeg,2
3991,_948318.jpg,3
4337,_54329.jpg,3
1263,391.jpeg,2
2158,n09398076_20459.JPEG,1
1312,n02958343_10062.JPEG,0
1472,445.png,2
3623,n09398076_8991.JPEG,1
3324,n09398076_9806.JPEG,1
1812,n02958343_13760.JPEG,0
3916,_16298.jpeg,3
3990,_442323.jpg,3
3201,n02958343_10093.JPEG,0
3035,n02958343_5382.JPEG,0
907,n09398076_2569.JPEG,1
383,n09398076_3457.JPEG,1
3778,_383417.jpeg,3
3294,627.jpeg,2
2442,n09398076_606.JPEG,1
243,612.jpeg,2
2161,n02958343_11400.JPEG,0
1774,n02958343_72769.JPEG,0
263,n02958343_5928.JPEG,0
3867,_238276.jpg,3
478,661.png,2
1772,n02958343_64370.JPEG,0
2702,464.jpeg,2
146,n02958343_5568.JPEG,0
2186,n02958343_8988.JPEG,0
1288,n09398076_7413.JPEG,1
1238,n02958343_6099.JPEG,0
1458,n09398076_6570.JPEG,1
2110,638.jpeg,2
2682,851.jpeg,2
2917,n02958343_9795.JPEG,0
4305,_25436.jpeg,3
3449,n02958343_12513.JPEG,0
3578,556.jpeg,2
1922,993.jpeg,2
3352,n09398076_182.JPEG,1
4728,_575482.jpg,3
256,n02958343_13443.JPEG,0
